0,1247,955,97,49,1295,979,0.97
1,1247,956,97,48,1295,980,0.97
2,1247,956,97,48,1295,980,0.97
3,1247,956,97,48,1295,980,0.97
4,1247,956,97,48,1295,980,0.97
5,1247,956,97,48,1295,980,0.97
6,1247,956,97,48,1295,980,0.97
7,1247,956,97,48,1295,980,0.97
8,1247,956,97,48,1295,980,0.97
9,1247,956,97,48,1295,980,0.97
10,1247,956,97,48,1295,980,0.97
11,1247,956,97,48,1295,980,0.97
12,1247,956,97,48,1295,980,0.97
13,1247,956,97,48,1295,980,0.97
14,1247,956,97,48,1295,980,0.97
15,1247,956,97,48,1295,980,0.97
16,1247,956,97,48,1295,980,0.97
17,1247,956,97,48,1295,980,0.97
18,1247,956,97,48,1295,980,0.97
19,1247,956,97,48,1295,980,0.97
20,1247,956,97,48,1295,980,0.97
21,1247,956,97,48,1295,980,0.97
22,1247,956,97,48,1295,980,0.97
23,1247,956,97,48,1295,980,0.97
24,1247,956,98,48,1296,980,0.97
25,1247,956,98,48,1296,980,0.97
26,1247,956,98,48,1296,980,0.97
27,1247,956,98,48,1296,980,0.97
28,1247,956,98,48,1296,980,0.97
29,1247,956,98,48,1296,980,0.97
30,1247,956,98,48,1296,980,0.97
31,1247,956,97,48,1295,980,0.97
32,1247,956,97,48,1295,980,0.97
33,1247,956,97,48,1295,980,0.97
34,1247,956,97,48,1295,980,0.97
35,1247,955,98,49,1296,979,0.97
36,1247,955,98,49,1296,979,0.97
37,1247,955,98,49,1296,979,0.97
38,1247,955,98,49,1296,979,0.97
39,1247,955,98,49,1296,979,0.97
40,1247,956,98,48,1296,980,0.97
41,1247,956,98,48,1296,980,0.97
42,1247,955,98,49,1296,979,0.97
43,1247,956,98,48,1296,980,0.97
44,1247,956,98,48,1296,980,0.97
45,1247,956,98,48,1296,980,0.97
46,1247,956,98,48,1296,980,0.97
47,1247,956,98,48,1296,980,0.97
48,1247,956,98,48,1296,980,0.97
49,1247,956,97,48,1295,980,0.97
50,1246,956,99,48,1295,980,0.97
51,1246,956,99,48,1295,980,0.97
52,1246,956,99,48,1295,980,0.97
53,1246,956,99,48,1295,980,0.97
54,1246,956,99,48,1295,980,0.97
55,1246,956,99,48,1295,980,0.97
56,1247,956,98,48,1296,980,0.97
57,1247,956,98,48,1296,980,0.97
58,1247,956,98,48,1296,980,0.97
59,1247,955,98,49,1296,979,0.97
60,1247,955,98,49,1296,979,0.97
61,1248,955,98,49,1297,979,0.97
62,1248,954,98,50,1297,979,0.97
63,1249,953,98,50,1298,978,0.97
64,1249,951,98,51,1298,976,0.97
65,1250,950,98,50,1299,975,0.94
66,1251,947,98,51,1300,972,0.96
67,1252,945,97,50,1300,970,0.97
68,1254,942,97,50,1302,967,0.97
69,1255,939,97,50,1303,964,0.97
70,1256,934,97,51,1304,959,0.97
71,1257,930,97,51,1305,955,0.97
72,1259,926,97,51,1307,951,0.96
73,1261,922,96,51,1309,947,0.97
74,1262,918,96,51,1310,943,0.97
75,1264,915,97,50,1312,940,0.97
76,1265,912,98,50,1314,937,0.97
77,1268,908,97,50,1316,933,0.97
78,1270,905,97,49,1318,929,0.97
79,1272,901,98,49,1321,925,0.97
80,1275,899,97,47,1323,922,0.97
81,1277,895,97,47,1325,918,0.97
82,1280,892,97,47,1328,915,0.97
83,1282,889,97,45,1330,911,0.97
84,1285,885,97,45,1333,907,0.97
85,1287,880,97,47,1335,903,0.97
86,1290,875,97,48,1338,899,0.97
87,1293,871,97,48,1341,895,0.97
88,1296,867,98,48,1345,891,0.97
89,1299,862,98,49,1348,886,0.97
90,1302,857,98,49,1351,881,0.97
91,1306,851,97,49,1354,875,0.97
92,1309,845,96,49,1357,869,0.96
93,1311,837,97,51,1359,862,0.96
94,1315,829,95,51,1362,854,0.96
95,1317,820,96,53,1365,846,0.96
96,1320,812,96,53,1368,838,0.97
97,1322,804,95,53,1369,830,0.96
98,1324,796,96,56,1372,824,0.96
99,1325,789,95,57,1372,817,0.96
100,1326,783,96,57,1374,811,0.96
101,1327,780,95,55,1374,807,0.96
102,1327,777,96,54,1375,804,0.96
103,1328,776,96,51,1376,801,0.96
104,1328,775,97,50,1376,800,0.97
105,1329,774,96,49,1377,798,0.97
106,1330,773,95,49,1377,797,0.96
107,1330,773,96,49,1378,797,0.96
108,1331,774,95,48,1378,798,0.97
109,1331,775,96,48,1379,799,0.97
110,1331,775,96,50,1379,800,0.97
111,1332,776,95,52,1379,802,0.96
112,1333,776,93,55,1379,803,0.96
113,1333,777,93,58,1379,806,0.95
114,1333,778,92,61,1379,808,0.96
115,1332,782,92,61,1378,812,0.96
116,1331,785,92,62,1377,816,0.96
117,1328,789,93,61,1374,819,0.95
118,1325,795,93,58,1371,824,0.96
119,1322,799,92,55,1368,826,0.96
120,1318,804,92,52,1364,830,0.96
121,1313,807,93,50,1359,832,0.96
122,1309,809,93,49,1355,833,0.96
123,1304,810,92,47,1350,833,0.97
124,1300,811,90,46,1345,834,0.96
125,1295,809,90,46,1340,832,0.96
126,1290,807,90,46,1335,830,0.96
127,1286,803,89,46,1330,826,0.97
128,1281,799,90,45,1326,821,0.97
129,1277,793,89,47,1321,816,0.96
130,1273,787,88,46,1317,810,0.96
131,1269,781,89,46,1313,804,0.96
132,1266,774,88,47,1310,797,0.96
133,1263,767,88,47,1307,790,0.96
134,1260,760,86,47,1303,783,0.96
135,1256,753,86,47,1299,776,0.96
136,1253,746,86,47,1296,769,0.96
137,1250,739,85,48,1292,763,0.96
138,1247,733,85,48,1289,757,0.95
139,1245,729,83,47,1286,752,0.95
140,1242,725,84,46,1284,748,0.96
141,1240,720,83,47,1281,743,0.96
142,1237,718,83,44,1278,740,0.96
143,1236,715,82,44,1277,737,0.95
144,1233,713,83,43,1274,734,0.93
145,1231,711,82,43,1272,732,0.94
146,1229,710,82,43,1270,731,0.95
147,1228,708,82,44,1269,730,0.94
148,1227,709,81,42,1267,730,0.95
149,1226,710,81,42,1266,731,0.94
150,1224,710,81,43,1264,731,0.94
151,1223,711,81,43,1263,732,0.94
152,1222,712,82,45,1263,734,0.94
153,1222,713,81,46,1262,736,0.94
154,1223,716,80,45,1263,738,0.95
155,1223,718,81,45,1263,740,0.94
156,1224,720,80,45,1264,742,0.95
157,1227,722,79,45,1266,744,0.95
158,1228,724,80,44,1268,746,0.95
159,1230,725,79,45,1269,747,0.95
160,1232,727,80,44,1272,749,0.95
161,1234,727,80,45,1274,749,0.95
162,1236,728,80,45,1276,750,0.95
163,1239,730,80,44,1279,752,0.96
164,1241,730,80,45,1281,752,0.95
165,1244,731,79,45,1283,753,0.96
166,1246,732,80,44,1286,754,0.95
167,1249,733,80,44,1289,755,0.95
168,1252,733,79,45,1291,755,0.95
169,1254,733,80,45,1294,755,0.95
170,1256,733,81,46,1296,756,0.95
171,1259,734,81,45,1299,756,0.94
172,1262,735,80,45,1302,757,0.96
173,1264,735,81,45,1304,757,0.96
174,1267,737,81,43,1307,758,0.95
175,1270,737,81,44,1310,759,0.95
176,1273,738,80,43,1313,759,0.95
177,1275,739,80,43,1315,760,0.96
178,1277,739,81,43,1317,760,0.96
179,1281,741,79,41,1320,761,0.96
180,1283,741,80,41,1323,761,0.96
181,1286,741,79,41,1325,761,0.97
182,1287,741,81,42,1327,762,0.97
183,1289,741,81,42,1329,762,0.96
184,1291,741,81,42,1331,762,0.97
185,1293,741,81,42,1333,762,0.96
186,1294,741,81,42,1334,762,0.96
187,1296,741,81,42,1336,762,0.96
188,1297,741,81,42,1337,762,0.96
189,1298,741,81,42,1338,762,0.96
190,1299,741,82,42,1340,762,0.96
191,1300,740,82,43,1341,761,0.96
192,1300,740,83,42,1341,761,0.96
193,1301,739,83,43,1342,760,0.96
194,1302,738,82,43,1343,759,0.96
195,1302,737,83,44,1343,759,0.96
