id;pos_x[m];pos_y[m];pos_z[m];or_x[rad];or_y[rad];or_z[rad];or_q_x;or_q_y;or_q_z;or_q_w
1494;3.8435583114624023;8.581625938415527;-5.407577991485596;-0.03493804370635676;-0.5658466124696022;-1.9985361095245056;-0.2438352406024933;-0.13687385618686676;-0.8101515769958496;0.515232264995575
1495;3.831425189971924;8.588530540466309;-5.417477130889893;-0.032865042756633586;-0.5679371151398074;-2.0108204688015174;-0.24498705565929413;-0.13675813376903534;-0.8129221796989441;0.5103291869163513
1496;3.812955617904663;8.581940650939941;-5.428316593170166;-0.028583762532775447;-0.569200517392981;-2.021714877337356;-0.2451571524143219;-0.13749158382415771;-0.8152527809143066;0.506317138671875
1497;3.79190731048584;8.570626258850098;-5.4454874992370605;-0.01818509466300167;-0.44095854503114157;-2.0351250491291157;-0.19072839617729187;-0.10735903680324554;-0.8312440514564514;0.5110087990760803
1498;3.763935089111328;8.54806900024414;-5.463468551635742;-0.009814844229842084;-0.2977925999888544;-2.046595659060481;-0.12918756902217865;-0.07307768613100052;-0.8447508811950684;0.5141655206680298
1499;3.725947141647339;8.510234832763672;-5.481404781341553;-0.0050812969155437935;-0.18989286830287413;-2.056083186903106;-0.08248556405305862;-0.04679999500513077;-0.8525540232658386;0.5139625668525696
1500;3.682629346847534;8.462864875793457;-5.498483180999756;-0.002963029190333055;-0.12088310362871231;-2.0629237546338466;-0.05258974805474281;-0.02975284494459629;-0.8565288782119751;0.5125499367713928
1501;3.640190839767456;8.414375305175781;-5.513767719268799;-0.002147044390208441;-0.08006154442621205;-2.0674196790799355;-0.03493416681885719;-0.019554022699594498;-0.8585361242294312;0.511187732219696
1502;3.5980682373046875;8.365139961242676;-5.528203010559082;-0.0018221364748010488;-0.05393528866258759;-2.0705017712588942;-0.023653853684663773;-0.012976964935660362;-0.8596898913383484;0.5101032853126526
1503;3.5478219985961914;8.305587768554688;-5.544872283935547;-0.0016889745879798326;-0.03391861418439668;-2.0729516778513806;-0.015024727210402489;-0.007909543812274933;-0.8604980707168579;0.5091705322265625
1504;3.494189977645874;8.241477966308594;-5.56231164932251;-0.0016607455685900073;-0.020643229247823597;-2.0745312752165286;-0.009309209883213043;-0.004534308332949877;-0.8609749674797058;0.5085417032241821
1505;3.4493374824523926;8.187638282775879;-5.5767998695373535;-0.001663943905237597;-0.013498425751014228;-2.0754011903030203;-0.006235431879758835;-0.0027134264819324017;-0.8612208962440491;0.5081853866577148
1506;3.40177321434021;8.130441665649414;-5.5921525955200195;-0.0016682023538870533;-0.008430359652634622;-2.0766231477492414;-0.004055018071085215;-0.0014213250251486897;-0.8615421056747437;0.5076678991317749
1507;3.3491389751434326;8.067116737365723;-5.608062744140625;-0.001671932177979149;-0.004781364651237691;-2.078764396313167;-0.0024846107698976994;-0.0004908068221993744;-0.8620895743370056;0.5067496299743652
1508;3.3034496307373047;8.012187957763672;-5.618908405303955;-0.0016703343062903547;-0.002701044219403303;-2.0829657864199635;-0.001587417209520936;3.894366091117263e-05;-0.8631534576416016;0.5049393177032471
1509;3.262437582015991;7.962950229644775;-5.62620210647583;-0.0016698014864075963;-0.0014178750825374088;-2.089396154317061;-0.001032325904816389;0.00036599725717678666;-0.8647727370262146;0.5021622180938721
1510;3.216494560241699;7.90789270401001;-5.631650924682617;-0.001674595705406722;-0.0004277228636833103;-2.099303230571852;-0.0006023393361829221;0.0006196704343892634;-0.867249608039856;0.497872918844223
1511;3.1607112884521484;7.8411478996276855;-5.63437557220459;-0.001471662389167574;-0.0014972685547952828;-2.1144960445393846;-0.0010135576594620943;0.00027313161990605295;-0.8710066080093384;0.49127018451690674
1512;3.1050450801849365;7.773107051849365;-5.633159637451172;0.0032177969337866077;-0.059281931373980204;-2.1316360602993365;-0.025159474462270737;-0.01574530266225338;-0.874776303768158;0.4836169481277466
1513;3.0453736782073975;7.698399066925049;-5.627556800842285;0.010694066755089295;-0.16690132622725978;-2.1514918719453275;-0.07081432640552521;-0.0442875400185585;-0.8766583204269409;0.4738081991672516
1514;2.9953384399414062;7.634400844573975;-5.619916915893555;0.016037234036115497;-0.25402984770365156;-2.168633940666051;-0.10825534909963608;-0.06625130027532578;-0.8763602375984192;0.4646334648132324
1515;2.9245097637176514;7.542158603668213;-5.6079888343811035;0.021452501144939472;-0.36431870432393865;-2.1909315892959564;-0.15623456239700317;-0.09227617084980011;-0.8734909892082214;0.45176252722740173
1516;2.8485324382781982;7.441969394683838;-5.597790241241455;0.025233731616935803;-0.43797536080031485;-2.210132308146804;-0.18855813145637512;-0.10855364799499512;-0.8708550930023193;0.440764456987381
1517;2.7850663661956787;7.357322692871094;-5.5913987159729;0.027003741021828242;-0.4764426325732868;-2.2226326329269748;-0.20566219091415405;-0.1164003387093544;-0.8694791793823242;0.43377411365509033
1518;2.7208430767059326;7.270999431610107;-5.586594104766846;0.02779793743959896;-0.5024443255229147;-2.232711426392897;-0.21742697060108185;-0.12120547890663147;-0.8687013387680054;0.42824384570121765
1519;2.647367238998413;7.171685218811035;-5.582781791687012;0.027818063493253418;-0.5217067773592139;-2.241868442430632;-0.22637954354286194;-0.12423805147409439;-0.8683991432189941;0.42332032322883606
1520;2.5817861557006836;7.082602500915527;-5.583992958068848;0.02353034030343219;-0.44026960231687673;-2.246033670947096;-0.19184859097003937;-0.1048852950334549;-0.8784847855567932;0.4248032867908478
1521;2.518294334411621;6.995841979980469;-5.58608865737915;0.019901366066327617;-0.33781452637399845;-2.2486322913490513;-0.1473834067583084;-0.08143052458763123;-0.8883702754974365;0.42713624238967896
1522;2.4464945793151855;6.897539138793945;-5.587681293487549;0.01659512762914283;-0.24697501752123663;-2.251473231553175;-0.10762614756822586;-0.06045812740921974;-0.8952409625053406;0.4281410872936249
1523;2.376267910003662;6.8012895584106445;-5.588715553283691;0.014082237874099764;-0.1860563676429712;-2.2542426271758664;-0.08088861405849457;-0.04620670899748802;-0.8989717960357666;0.4279855489730835
1524;2.303776264190674;6.701812744140625;-5.5896501541137695;0.01205046029060392;-0.14021969283788746;-2.2569053816547355;-0.06073598936200142;-0.03541790321469307;-0.9013336896896362;0.42738085985183716
1525;2.2135071754455566;6.577784061431885;-5.590849876403809;0.01006557522740824;-0.09925388165928024;-2.259835399350828;-0.04271746799349785;-0.025714470073580742;-0.9031456708908081;0.42642927169799805
