id;ts[s];lat[deg];lon[deg];alt[deg];ivx[m/s];ivy[m/s];ivz[m/s];gvx[rad/s];gvy[rad/s];gvz[rad/s];drone_or_x[rad];drone_or_y[rad];drone_or_z[rad];drone_or_q_x;drone_or_q_y;drone_or_q_z;drone_or_q_w;distance;collision;drone_x[m];drone_y[m];drone_z[m];pressure[Pa];qnh[hPa]
0;1652804975076919296;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-0.001272607478313148;0.0008493202622048557;5.936765955993906e-05;0.0;0.0;1.5707954496293248;-0.0;0.0;0.7071065306663513;0.7071070671081543;-0.025520963594317436;False;0.0;-2.0;-0.07999999076128006;99867.015625;1013.25
1;1652804975088919552;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.0010375346755608916;0.002924822038039565;-0.00334292184561491;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;-0.025520963594317436;False;0.0;-4.0;-0.32720640301704407;99867.015625;1013.25
2;1652804975097919744;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-0.0005064033903181553;0.0023751219268888235;0.0012995117576792836;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.32266637682914734;False;0.0;-4.0;-0.32720640301704407;99868.6015625;1013.25
3;1652804975109920000;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;3.340742114232853e-05;-0.0019814602565020323;-0.00020172548829577863;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.32266637682914734;False;0.0;-4.0;-0.32720640301704407;99868.6015625;1013.25
4;1652804975118920192;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-0.0023022512905299664;0.0001388551463605836;0.0005480776308104396;0.0;0.0;-0.7853979908174182;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.42883676290512085;False;0.0;-4.0;-0.32688647508621216;99870.1484375;1013.25
5;1652804975127920384;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.0003378029214218259;-0.0008820969378575683;0.0008149518980644643;0.0;0.0;-0.7853979908174182;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.42883676290512085;False;0.0;-4.0;-0.327206552028656;99870.1484375;1013.25
6;1652804975139920640;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.0008771021966822445;-0.0012720213271677494;0.0010169808520004153;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;-0.10589555650949478;False;0.0;-4.0;-0.327206552028656;99862.8203125;1013.25
7;1652804975148920832;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.00029361373162828386;-0.00046557089081034064;-0.0008918900857679546;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;-0.10589555650949478;False;0.0;-4.0;-0.3269977867603302;99862.8203125;1013.25
8;1652804975157921024;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.00026327488012611866;-0.0030736203771084547;-0.0014052483020350337;0.0;0.0;-0.7853979908174182;0.0;-0.0;-0.3826833963394165;0.9238795638084412;-0.10589555650949478;False;0.0;-4.0;-0.3269977867603302;99862.8203125;1013.25
9;1652804975166921216;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.0017161838477477431;-7.964060932863504e-05;0.002755005843937397;0.0;0.0;-0.7853979908174182;0.0;-0.0;-0.3826833963394165;0.9238795638084412;-0.18169306218624115;False;0.0;-4.0;-0.327192485332489;99861.8671875;1013.25
10;1652804975175921408;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-0.0013903623912483454;0.0008155172108672559;0.00034472704282961786;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;-0.18169306218624115;False;0.0;-4.0;-0.327192485332489;99861.8671875;1013.25
11;1652804975184921600;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-0.0012506847269833088;0.0004187384038232267;0.0009721515234559774;0.0;0.0;-0.7853979908174182;0.0;-0.0;-0.3826833963394165;0.9238795638084412;-0.34170037508010864;False;0.0;-4.0;-0.32710909843444824;99859.7109375;1013.25
12;1652804975193921792;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.00023693207185715437;-0.0007732195081189275;0.0026947695296257734;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;-0.34170037508010864;False;0.0;-4.0;-0.32710909843444824;99859.7109375;1013.25
13;1652804975202921984;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-0.0004974016337655485;-0.0012647066032513976;0.0032618162222206593;0.0;0.0;-0.7853979908174182;0.0;-0.0;-0.3826833963394165;0.9238795638084412;-0.017278579995036125;False;0.0;-4.0;-0.32716476917266846;99864.1328125;1013.25
14;1652804975211922176;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.0010683925356715918;-0.0008337361505255103;0.0008504624711349607;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;-0.017278579995036125;False;0.0;-4.0;-0.32716476917266846;99864.1328125;1013.25
15;1652804975220922368;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-0.00017359800403937697;-0.0017483220435678959;0.001974427606910467;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;-0.017278579995036125;False;0.0;-4.0;-0.3270394802093506;99864.1328125;1013.25
16;1652804975229922560;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-0.0012183678336441517;-0.0007806104840710759;-9.02656393009238e-05;0.0;0.0;-0.7853979908174182;0.0;-0.0;-0.3826833963394165;0.9238795638084412;-0.31064653396606445;False;0.0;-4.0;-0.3270394802093506;99860.0546875;1013.25
17;1652804975238922752;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.0012116944417357445;-0.0019914316944777966;-0.005353181157261133;0.0;0.0;-0.7853979908174182;0.0;-0.0;-0.3826833963394165;0.9238795638084412;-0.31064653396606445;False;0.0;-4.0;-0.327192485332489;99860.0546875;1013.25
