id;ts[s];lat[deg];lon[deg];alt[deg];ivx[m/s];ivy[m/s];ivz[m/s];gvx[rad/s];gvy[rad/s];gvz[rad/s];drone_or_x[rad];drone_or_y[rad];drone_or_z[rad];drone_or_q_x;drone_or_q_y;drone_or_q_z;drone_or_q_w;distance;collision;drone_x[m];drone_y[m];drone_z[m];pressure[Pa];qnh[hPa]
0;1652804975076919296;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-0.001272607478313148;0.0008493202622048557;5.936765955993906e-05;0.0;0.0;1.5707954496293248;-0.0;0.0;0.7071065306663513;0.7071070671081543;-0.025520963594317436;False;0.0;0.0;-0.07999999076128006;99867.015625;1013.25
1;1652804975088919552;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.0010375346755608916;0.002924822038039565;-0.00334292184561491;0.0;0.0;0.0;-0.0;0.0;0.0;1.0;-0.025520963594317436;False;0.0;0.0;-0.7772064208984375;99867.015625;1013.25
2;1652804975097919744;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-0.0005064033903181553;0.0023751219268888235;0.0012995117576792836;0.0;0.0;0.0;-0.0;0.0;0.0;1.0;1.0063049793243408;False;0.0;0.0;-0.7772064208984375;99863.234375;1013.25
3;1652804975109920000;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;3.340742114232853e-05;-0.0019814602565020323;-0.00020172548829577863;0.0;0.0;0.0;-0.0;0.0;0.0;1.0;1.0063049793243408;False;0.0;0.0;-0.7772064208984375;99863.234375;1013.25
4;1652804975118920192;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-0.0023022512905299664;0.0001388551463605836;0.0005480776308104396;0.0;0.0;0.0;-0.0;0.0;0.0;1.0;1.1204829216003418;False;0.0;0.0;-0.7768863439559937;99864.78125;1013.25
5;1652804975127920384;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.0003378029214218259;-0.0008820969378575683;0.0008149518980644643;0.0;0.0;0.0;-0.0;0.0;0.0;1.0;1.1204829216003418;False;0.0;0.0;-0.7770116329193115;99864.78125;1013.25
6;1652804975139920640;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.0008771021966822445;-0.0012720213271677494;0.0010169808520004153;0.0;0.0;0.0;-0.0;0.0;0.0;1.0;0.5767973065376282;False;0.0;0.0;-0.7770116329193115;99857.453125;1013.25
7;1652804975148920832;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.00029361373162828386;-0.00046557089081034064;-0.0008918900857679546;0.0;0.0;0.0;-0.0;0.0;0.0;1.0;0.5767973065376282;False;0.0;0.0;-0.7762882113456726;99857.453125;1013.25
8;1652804975157921024;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.00026327488012611866;-0.0030736203771084547;-0.0014052483020350337;0.0;0.0;0.0;-0.0;0.0;0.0;1.0;0.5767973065376282;False;0.0;0.0;-0.7762882113456726;99857.453125;1013.25
9;1652804975166921216;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.0017161838477477431;-7.964060932863504e-05;0.002755005843937397;0.0;0.0;0.0;-0.0;0.0;0.0;1.0;0.506926953792572;False;0.0;0.0;-0.7764413952827454;99856.5;1013.25
