id;pos_x[m];pos_y[m];pos_z[m];or_x[rad];or_y[rad];or_z[rad];or_q_x;or_q_y;or_q_z;or_q_w
0;0.0;0.0;-0.07999999076128006;0.0;0.0;1.5707956182169394;-0.0;0.0;0.7071065306663513;0.7071070671081543
1;0.0;0.0;-0.7768863439559937;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
2;0.0;0.0;-0.7762882113456726;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
3;0.0;0.0;-0.7762746810913086;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
4;0.0;0.0;-0.7752885222434998;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
5;0.0;0.0;-0.7755264639854431;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
6;0.0;0.0;-0.7762077450752258;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
7;0.0;0.0;-0.7747827768325806;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
8;0.0;0.0;-0.7758644223213196;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
9;0.0;0.0;-0.7756598591804504;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
10;0.0;0.0;-0.7736932039260864;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
11;0.0;0.0;-0.7772064208984375;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
12;0.0;0.0;-0.7729954123497009;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
13;0.0;0.0;-0.7726237177848816;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
14;0.0;0.0;-0.7723339796066284;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
15;0.0;0.0;-0.7718901634216309;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
16;0.0;0.0;-0.7743868231773376;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
17;0.0;0.0;-0.7712472081184387;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
18;0.0;0.0;-0.7740558385848999;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
19;0.0;0.0;-0.7673408389091492;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
20;0.0;0.0;-0.7737073302268982;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
21;0.0;0.0;-0.7772064208984375;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
22;0.0;0.0;-0.7734277844429016;0.0;0.0;0.0;-0.0;0.0;0.0;1.0
23;0.0;0.0;-0.7693505883216858;0.0;0.0;-0.00029774141588576725;0.0;-0.0;-0.00014887070574332029;1.0
24;0.0;0.0;-0.7690675854682922;0.0;0.0;-0.00614338035849405;0.0;-0.0;-0.0030716853216290474;0.9999952912330627
25;-0.0001333945692749694;-0.005780455190688372;-0.7685632705688477;-0.07090935371903935;-0.00016355516065814262;-0.0254976359411106;-0.03544541075825691;0.0003701787500176579;-0.012743359431624413;0.9992902874946594
26;-0.00041424797382205725;-0.012394552119076252;-0.7589972615242004;-0.14129739655476942;-0.001283168668755824;-0.043322188268060134;-0.07058722525835037;0.000889101589564234;-0.021650642156600952;0.9972702860832214
27;-0.0015943023608997464;-0.029293805360794067;-0.7649351954460144;-0.2821360730777327;-0.00982117818897242;-0.09428554878791491;-0.14067183434963226;0.0017693806439638138;-0.047346290200948715;0.9889219403266907
28;-0.0029455225449055433;-0.04386220499873161;-0.762958824634552;-0.34344975521413956;-0.019158717482395983;-0.13475129397281316;-0.1711220145225525;0.002087155357003212;-0.0679645985364914;0.9829006195068359
29;-0.003906024619936943;-0.05976840853691101;-0.7639703750610352;-0.28506508395214997;-0.029126403972409152;-0.1826041156469783;-0.1427580565214157;-0.00140486191958189;-0.0923011377453804;0.9854434132575989
30;-0.0048617953434586525;-0.07520930469036102;-0.7647848129272461;-0.22552590093068142;-0.03053152466203592;-0.2148854900030167;-0.1134888082742691;-0.003015507012605667;-0.1082504615187645;0.987619936466217
31;-0.006328930146992207;-0.09874209016561508;-0.7708029747009277;-0.1603518173386235;-0.028630968533455446;-0.25042165090945284;-0.08123687654733658;-0.004156369715929031;-0.12560750544071198;0.988739550113678
32;-0.008434265851974487;-0.12988638877868652;-0.7656877040863037;-0.10994123989363681;-0.02353965997782688;-0.27953151233426854;-0.056040555238723755;-0.003983550705015659;-0.13973143696784973;0.9885943531990051
33;-0.010093007236719131;-0.15366576611995697;-0.7712525129318237;-0.08649313304452119;-0.02024329031281156;-0.29788496429161615;-0.04425278678536415;-0.0035849218256771564;-0.14867879450321198;0.9878884553909302
34;-0.012544190511107445;-0.18868379294872284;-0.7654955983161926;-0.061802383161591805;-0.015710948457755135;-0.31682519674214393;-0.031747084110975266;-0.0028795679099857807;-0.15791037678718567;0.9869387149810791
35;-0.014983323402702808;-0.22373022139072418;-0.7653027176856995;-0.04428464049598892;-0.01210939658356083;-0.33231499957516925;-0.022836342453956604;-0.0023079693783074617;-0.16548264026641846;0.9859455227851868
36;-0.017382651567459106;-0.25816580653190613;-0.771142303943634;-0.0326881674319257;-0.009421704924429857;-0.3450065482988911;-0.01690911501646042;-0.001835007918998599;-0.17170003056526184;0.9850023984909058
37;-0.019624657928943634;-0.2903241217136383;-0.764897346496582;-0.024780177932754704;-0.00735723903486476;-0.353646988648575;-0.012843532487750053;-0.0014415846671909094;-0.17593367397785187;0.9843171238899231
38;-0.022252334281802177;-0.328143447637558;-0.7646610140800476;-0.01782080610951353;-0.005478620061650242;-0.3625407722726294;-0.009258082136511803;-0.0010879834881052375;-0.18029546737670898;0.9835683107376099
39;-0.02441239356994629;-0.3592739701271057;-0.7644239664077759;-0.01373285564853353;-0.004320740396494683;-0.3685881928984843;-0.007145965937525034;-0.0008654562989249825;-0.18326246738433838;0.9830376505851746
40;-0.027260886505246162;-0.40034934878349304;-0.7642083764076233;-0.009795638073023489;-0.003136157375108331;-0.37517841622670983;-0.0051042987033724785;-0.000627156172413379;-0.18649601936340332;0.9824422597885132
41;-0.029956016689538956;-0.439289927482605;-0.7639959454536438;-0.00704619023194767;-0.0022976398092763007;-0.3802496412874834;-0.0036767059937119484;-0.00046231382293626666;-0.18898414075374603;0.9819731712341309
42;-0.03249344602227211;-0.4759870767593384;-0.7637559175491333;-0.005222991804583429;-0.0017246007189110526;-0.38418621892041926;-0.0027280827052891254;-0.00034786673495545983;-0.19091540575027466;0.981602668762207
43;-0.03469843417406082;-0.5078943967819214;-0.7635683417320251;-0.004052265740800674;-0.0013411044700660628;-0.38706202300440484;-0.00211726943962276;-0.0002683564671315253;-0.19232606887817383;0.9813287854194641
44;-0.03741525858640671;-0.5472568869590759;-0.763354480266571;-0.002931607408670674;-0.0009795427404607063;-0.390030787571378;-0.0015329268062487245;-0.0001964413677342236;-0.19378210604190826;0.9810433983802795
45;-0.039991140365600586;-0.5846201777458191;-0.7701724171638489;-0.002166747814727137;-0.0007281302981978747;-0.3924739479943442;-0.0011335660237818956;-0.00014584141899831593;-0.1949801743030548;0.9808065295219421
46;-0.042856525629758835;-0.6261891722679138;-0.7629287838935852;-0.0015398391055923642;-0.0005189179803580157;-0.3944883139651717;-0.0008058365783654153;-0.00010354876576457173;-0.19596780836582184;0.9806099534034729
47;-0.045067787170410156;-0.6583049893379211;-0.7627174854278564;-0.001188302371520832;-0.00040113928919363064;-0.39585842304700447;-0.000621990708168596;-7.982015085872263e-05;-0.19663946330547333;0.9804757237434387
