cam_name;cam_x[m];cam_y[m];cam_z[m];cam_or_x[rad];cam_or_y[rad];cam_or_z[rad];fov;width;height;fps
cam1;-1.1824633719161082;2.1119370688834254;5.102807586337971;-1.8026306165914805;-0.7620542639907759;-0.539077434368803;79.4;1920;1080;25
cam2;1.0957819762594017;2.1015023331939955;5.086786197765581;-0.8662155382376784;-2.094144351452208;-1.467072973528829;79.4;1920;1080;25
cam3;-0.11652963353617794;1.744094924320203;4.102376793765823;-1.806697212683192;0.7465775499667668;0.5226169187548799;79.4;1920;1080;25
cam4;-1.0649592516055808;2.0526714061912057;4.952954335906331;-0.8667093863257131;2.0937776612642653;1.4668903638612243;79.4;1920;1080;25
cam5;0.013893029245748712;1.352614701209242;3.0431897006702164;-1.4621976963072194;1.4624614778170324;1.022876000725698;79.4;1920;1080;25
cam6;0.016262200634425853;1.3608197883959006;3.04888651144318;-1.4605854697109348;-1.4614948501167864;-1.0242180164224208;79.4;1920;1080;25
cam7;0.015344703307559144;1.5895164997794242;3.684325053995285;0.00024625169887157065;-2.5733474242527743;-1.8022616006879024;79.4;1920;1080;25
cam8;0.01792405952608274;1.8973061326222898;4.531339047738366;-1.9196694813101296;-0.0004631144259307933;-0.0005961058466574127;79.4;1920;1080;25
