0,708,940,71,30,743,955,0.87,855,942,92,38,901,961,0.91,881,919,103,41,932,939,0.91,626,937,123,49,687,961,0.95
1,706,939,73,31,742,954,0.88,855,941,91,39,900,960,0.9,880,919,105,43,932,940,0.91,626,937,124,49,688,961,0.95
2,706,939,73,31,742,954,0.88,855,941,91,39,900,960,0.9,880,919,105,43,932,940,0.91,626,937,124,49,688,961,0.95
3,706,939,73,31,742,954,0.88,855,941,91,39,900,960,0.9,880,919,105,43,932,940,0.91,626,937,124,49,688,961,0.95
4,706,939,73,31,742,954,0.88,855,941,91,39,900,960,0.9,880,919,105,42,932,940,0.91,626,937,124,49,688,961,0.95
5,706,939,73,31,742,954,0.88,855,941,91,39,900,960,0.9,880,919,105,42,932,940,0.91,626,937,123,49,687,961,0.95
6,706,939,73,31,742,954,0.88,855,941,91,39,900,960,0.9,880,919,105,42,932,940,0.91,626,937,123,49,687,961,0.95
7,706,939,73,31,742,954,0.89,855,941,91,39,900,960,0.9,881,918,103,42,932,939,0.91,626,937,124,49,688,961,0.95
8,706,939,72,31,742,954,0.89,855,940,91,40,900,960,0.9,881,918,103,42,932,939,0.91,626,937,124,49,688,961,0.95
9,706,939,72,31,742,954,0.89,855,940,91,40,900,960,0.9,881,919,103,41,932,939,0.91,626,937,124,49,688,961,0.95
10,705,939,74,31,742,954,0.89,855,941,92,39,901,960,0.91,881,918,104,42,933,939,0.91,626,938,123,48,687,962,0.95
11,705,939,74,31,742,954,0.89,855,940,92,40,901,960,0.91,881,918,104,42,933,939,0.91,626,938,123,48,687,962,0.95
12,705,939,74,31,742,954,0.89,855,940,92,40,901,960,0.91,881,918,104,43,933,939,0.91,626,937,123,49,687,961,0.95
13,705,939,74,31,742,954,0.89,855,940,91,40,900,960,0.91,881,918,104,43,933,939,0.91,626,937,123,49,687,961,0.95
14,705,938,74,32,742,954,0.9,855,940,91,40,900,960,0.91,881,918,104,42,933,939,0.91,626,937,123,49,687,961,0.95
15,705,938,74,32,742,954,0.89,855,940,91,40,900,960,0.91,881,918,104,42,933,939,0.91,626,937,123,49,687,961,0.95
16,705,938,74,32,742,954,0.89,855,941,92,39,901,960,0.91,880,919,105,43,932,940,0.91,626,937,123,49,687,961,0.95
17,705,938,74,32,742,954,0.89,855,941,92,39,901,960,0.91,881,918,104,42,933,939,0.91,626,937,123,49,687,961,0.95
18,705,938,74,32,742,954,0.89,855,940,92,40,901,960,0.91,881,918,104,43,933,939,0.91,626,937,123,49,687,961,0.95
19,705,938,74,32,742,954,0.89,855,941,92,39,901,960,0.91,880,919,106,42,933,940,0.91,626,937,123,49,687,961,0.95
20,706,939,73,31,742,954,0.89,855,941,92,39,901,960,0.91,881,918,104,43,933,939,0.91,626,937,123,49,687,961,0.95
21,706,939,73,31,742,954,0.89,855,941,92,39,901,960,0.91,881,918,104,43,933,939,0.91,626,937,123,49,687,961,0.95
22,706,939,73,31,742,954,0.89,855,941,92,39,901,960,0.91,881,918,104,43,933,939,0.91,626,937,123,49,687,961,0.95
23,706,939,73,31,742,954,0.89,855,941,92,39,901,960,0.91,881,918,104,42,933,939,0.91,626,937,123,49,687,961,0.95
24,706,939,73,31,742,954,0.89,855,941,92,39,901,960,0.91,881,918,104,42,933,939,0.91,626,937,123,49,687,961,0.95
25,706,939,73,31,742,954,0.89,855,941,92,39,901,960,0.91,881,918,104,43,933,939,0.91,626,937,123,49,687,961,0.95
26,706,939,73,31,742,954,0.89,855,941,92,39,901,960,0.91,881,918,104,43,933,939,0.91,626,937,123,49,687,961,0.95
27,705,939,74,31,742,954,0.89,855,941,92,39,901,960,0.91,881,918,104,43,933,939,0.91,626,937,123,49,687,961,0.95
28,705,939,74,31,742,954,0.89,855,941,92,39,901,960,0.91,881,918,104,43,933,939,0.91,626,937,123,49,687,961,0.95
29,705,939,74,31,742,954,0.89,855,941,92,39,901,960,0.91,881,918,104,43,933,939,0.91,626,937,123,49,687,961,0.95
30,705,939,74,31,742,954,0.9,855,941,92,39,901,960,0.91,881,918,104,42,933,939,0.91,626,937,123,49,687,961,0.95
31,705,939,74,31,742,954,0.9,855,941,92,39,901,960,0.91,881,918,104,42,933,939,0.91,626,937,123,49,687,961,0.95
32,705,939,74,31,742,954,0.9,855,941,92,39,901,960,0.91,881,918,104,42,933,939,0.91,626,937,123,49,687,961,0.95
33,705,939,74,31,742,954,0.9,855,941,92,39,901,960,0.91,881,918,104,42,933,939,0.91,626,937,123,49,687,961,0.95
34,704,939,75,31,741,954,0.9,855,941,92,39,901,960,0.91,881,918,104,42,933,939,0.91,626,937,123,49,687,961,0.95
