Dron1_X,Dron1_Y,Dron1_Z,Dron4_X,Dron4_Y,Dron4_Z,Dron2_X,Dron2_Y,Dron2_Z,Dron3_X,Dron3_Y,Dron3_Z
196.18166,443.6729,214.52107,325.879,568.2177,216.47696,238.23164,428.5011,214.68085,155.42084,515.49713,213.95518
196.18236,443.6733,214.51772,325.88217,568.2272,216.46515,238.22897,428.50244,214.67804,155.419,515.4968,213.95451
196.18298,443.67374,214.51459,325.88446,568.23584,216.45592,238.22643,428.50372,214.67554,155.4173,515.49695,213.95335
196.18353,443.6742,214.5117,325.8859,568.24365,216.44931,238.22398,428.505,214.67334,155.41571,515.49744,213.95169
196.18402,443.6747,214.50905,325.88647,568.2504,216.44536,238.22166,428.5063,214.67143,155.41426,515.4983,213.94954
196.18443,443.6753,214.50664,325.88623,568.2562,216.44408,238.21947,428.50754,214.6698,155.41293,515.4996,213.94695
196.18477,443.6759,214.50447,325.88522,568.2608,216.44539,238.21739,428.50882,214.66847,155.41171,515.50116,213.94395
196.18506,443.67654,214.50253,325.88354,568.26416,216.44914,238.21545,428.5101,214.66742,155.41061,515.503,213.94066
196.18527,443.67728,214.50082,325.88132,568.2663,216.4551,238.21367,428.5114,214.66663,155.40962,515.50507,213.93715
196.18544,443.67804,214.49936,325.87872,568.26715,216.46292,238.21205,428.51273,214.66612,155.40869,515.5072,213.93353
196.18555,443.67883,214.4981,325.876,568.2668,216.4722,238.2106,428.5141,214.66585,155.40785,515.50934,213.92992
196.1856,443.6797,214.49706,325.87335,568.2653,216.48242,238.20935,428.51553,214.6658,155.40709,515.51135,213.92639
196.1856,443.68054,214.49622,325.871,568.2629,216.49304,238.20828,428.517,214.66597,155.40637,515.51324,213.92305
196.18553,443.68146,214.49557,325.86908,568.2597,216.50351,238.20741,428.5185,214.66629,155.4057,515.51495,213.91997
196.18544,443.68237,214.49513,325.86774,568.2561,216.51332,238.20674,428.52002,214.66672,155.40509,515.51636,213.91719
196.18532,443.68332,214.49486,325.867,568.25226,216.52197,238.20627,428.52158,214.66724,155.40453,515.5175,213.91478
196.18518,443.6843,214.49475,325.86694,568.24854,216.52902,238.20598,428.52313,214.66777,155.40399,515.51843,213.91273
196.18501,443.68524,214.4948,325.86752,568.2452,216.5341,238.20587,428.52466,214.66827,155.4035,515.51904,213.9111
196.18486,443.68622,214.49498,325.86874,568.2425,216.53696,238.20593,428.52612,214.66873,155.40303,515.5194,213.90988
196.1847,443.68716,214.49529,325.87048,568.24054,216.53748,238.20615,428.5276,214.66908,155.40259,515.5196,213.90906
196.18456,443.68814,214.4957,325.87268,568.23956,216.5356,238.20651,428.529,214.66931,155.40215,515.51953,213.90865
196.18443,443.6891,214.4962,325.87527,568.2396,216.53146,238.20699,428.5303,214.66939,155.40169,515.51935,213.90863
196.18434,443.69003,214.49677,325.87808,568.2407,216.52533,238.20758,428.53156,214.66931,155.40123,515.519,213.90901
196.18427,443.69092,214.4974,325.88098,568.2428,216.51756,238.20824,428.53275,214.66907,155.40076,515.51843,213.90976
196.1842,443.6918,214.49808,325.88385,568.24567,216.5087,238.20895,428.5338,214.66866,155.40027,515.51776,213.91086
196.18417,443.69266,214.4988,325.8865,568.2491,216.4993,238.20969,428.5348,214.66809,155.39975,515.517,213.91225
196.18414,443.69342,214.49953,325.88876,568.2529,216.48997,238.21043,428.5356,214.66737,155.39925,515.5162,213.91391
196.18413,443.69415,214.50026,325.8905,568.25684,216.48135,238.21114,428.53635,214.66652,155.39874,515.51526,213.91577
196.18411,443.6948,214.501,325.89163,568.26044,216.47403,238.21179,428.5369,214.66557,155.39825,515.5142,213.9178
196.18408,443.69537,214.50175,325.89206,568.26337,216.46849,238.21237,428.53732,214.66452,155.3978,515.5132,213.91997
196.18405,443.69583,214.5025,325.89175,568.2654,216.4651,238.21286,428.53757,214.66344,155.39738,515.51215,213.92221
196.184,443.69623,214.50322,325.89075,568.26624,216.464,238.21324,428.5376,214.66231,155.39702,515.51105,213.9245
196.18396,443.69653,214.50392,325.88913,568.26575,216.46523,238.2135,428.53748,214.6612,155.39671,515.51,213.9268
196.1839,443.69672,214.50461,325.8871,568.26385,216.46858,238.21364,428.53714,214.66013,155.3965,515.50903,213.9291
196.18382,443.6968,214.50525,325.88477,568.2606,216.47375,238.21367,428.5366,214.65913,155.39636,515.5081,213.93134
196.18376,443.6968,214.50584,325.88235,568.25635,216.4802,238.2136,428.53586,214.65823,155.39632,515.5074,213.93349
196.1837,443.69672,214.5064,325.88013,568.2512,216.48729,238.21344,428.53497,214.65747,155.39636,515.5067,213.93555
196.18365,443.69656,214.50688,325.87823,568.2457,216.49437,238.21321,428.53394,214.65686,155.3965,515.5062,213.93745
196.18362,443.69632,214.5073,325.8769,568.2402,216.50072,238.21294,428.53278,214.65642,155.39671,515.5059,213.93921
196.18362,443.69604,214.50764,325.8762,568.23505,216.50575,238.21263,428.53152,214.65614,155.397,515.50574,213.94075
196.18365,443.6957,214.50792,325.87622,568.23065,216.50896,238.21234,428.5302,214.65605,155.39737,515.5058,213.94205
196.18372,443.69534,214.50812,325.87704,568.22723,216.51006,238.21205,428.52893,214.65614,155.39778,515.50604,213.94307
196.1838,443.69498,214.50821,325.8786,568.22504,216.50896,238.2118,428.52765,214.65639,155.39821,515.5065,213.94376
196.18393,443.6946,214.50824,325.88077,568.224,216.50578,238.2116,428.5265,214.65675,155.39865,515.50714,213.9441
196.18408,443.69424,214.50818,325.88342,568.2242,216.50087,238.21146,428.52542,214.65726,155.39911,515.508,213.94409
196.18425,443.69394,214.50804,325.88635,568.2255,216.49467,238.21136,428.52454,214.65784,155.39954,515.50903,213.94368
196.18445,443.6937,214.50784,325.88943,568.2277,216.48778,238.21135,428.52386,214.65848,155.39995,515.5103,213.94287
196.18465,443.6935,214.50758,325.8924,568.2306,216.4808,238.21138,428.5234,214.65913,155.40034,515.51184,213.94167
196.18488,443.6934,214.50728,325.89505,568.23376,216.47435,238.21149,428.52322,214.65977,155.40073,515.5136,213.94005
196.1851,443.69336,214.50693,325.8972,568.2371,216.46893,238.21162,428.52332,214.66039,155.40108,515.5156,213.93806
196.18533,443.69345,214.50656,325.89862,568.2403,216.46497,238.21179,428.52368,214.6609,155.40141,515.51794,213.93575
196.18556,443.69366,214.50616,325.89926,568.2433,216.46274,238.21196,428.52435,214.66135,155.40172,515.52045,213.93312
196.18579,443.69394,214.50578,325.8991,568.2458,216.46237,238.21211,428.5253,214.66167,155.402,515.52313,213.93025
196.186,443.69434,214.50542,325.89813,568.24786,216.46384,238.21223,428.52652,214.66187,155.40225,515.52606,213.92722
196.1862,443.69482,214.50511,325.89642,568.2496,216.46687,238.2123,428.52798,214.66191,155.40247,515.5291,213.92409
196.1864,443.6954,214.50484,325.89407,568.2511,216.47112,238.21227,428.52963,214.66179,155.40263,515.5322,213.92094
196.18655,443.69604,214.50465,325.89127,568.2526,216.47603,238.21216,428.53146,214.6615,155.40273,515.5354,213.91786
196.1867,443.69672,214.50453,325.88818,568.25446,216.48106,238.21194,428.5334,214.66104,155.40277,515.53845,213.91495
196.18681,443.69745,214.50452,325.885,568.2568,216.48564,238.21162,428.53543,214.66039,155.40273,515.54144,213.91225
196.18687,443.6982,214.5046,325.88196,568.2597,216.4893,238.2112,428.5375,214.65956,155.40259,515.5442,213.90987
196.1869,443.699,214.50476,325.87918,568.26337,216.4917,238.21066,428.53955,214.65857,155.40237,515.5467,213.90787
196.1869,443.6998,214.50504,325.8768,568.2677,216.49261,238.21005,428.54156,214.65744,155.40205,515.5489,213.90631
196.18686,443.70056,214.5054,325.87485,568.27264,216.49208,238.20937,428.54352,214.65619,155.40167,515.55066,213.90526
196.18678,443.70135,214.50584,325.87338,568.27795,216.49019,238.20863,428.54538,214.65486,155.4012,515.55206,213.90474
196.18666,443.70215,214.50638,325.87234,568.2835,216.48723,238.2079,428.54712,214.6535,155.40067,515.55304,213.90475
196.18654,443.7029,214.50699,325.8717,568.289,216.48355,238.20717,428.54874,214.65215,155.40009,515.5536,213.90532
196.18639,443.7037,214.50763,325.8713,568.294,216.47963,238.20648,428.55023,214.65083,155.39946,515.5538,213.9064
196.18622,443.7045,214.5083,325.8711,568.2983,216.47592,238.20586,428.5516,214.64963,155.39885,515.55347,213.90793
196.18605,443.7053,214.509,325.87088,568.3016,216.47285,238.2053,428.55283,214.64856,155.39824,515.5529,213.90985
196.18588,443.7061,214.5097,325.8706,568.30365,216.4708,238.20486,428.55396,214.64766,155.39769,515.5521,213.9121
196.18571,443.70685,214.5104,325.8702,568.30444,216.46994,238.20451,428.55496,214.64696,155.39722,515.5511,213.91455
196.18556,443.70764,214.51108,325.86966,568.3039,216.47038,238.20425,428.55588,214.6465,155.39684,515.55,213.91713
196.18542,443.70844,214.51173,325.86905,568.30206,216.47208,238.20412,428.5567,214.6463,155.39658,515.5489,213.91972
196.1853,443.7092,214.51234,325.86844,568.2991,216.47476,238.20406,428.5574,214.64636,155.39644,515.54785,213.92226
196.18521,443.70996,214.51292,325.86786,568.2952,216.4781,238.20406,428.55807,214.64673,155.39642,515.54694,213.92462
196.18513,443.71072,214.51344,325.8675,568.29083,216.48169,238.20412,428.55865,214.6474,155.39653,515.5462,213.92677
196.1851,443.71146,214.51393,325.8674,568.28625,216.48503,238.20421,428.5592,214.64836,155.39674,515.5457,213.92863
196.1851,443.71216,214.51437,325.86768,568.2817,216.48772,238.20432,428.5597,214.6496,155.39705,515.5455,213.93018
196.18513,443.71286,214.51477,325.86838,568.27747,216.48935,238.2044,428.56018,214.65111,155.39743,515.54553,213.93138
196.1852,443.71353,214.51512,325.86957,568.2738,216.48964,238.20447,428.56067,214.65288,155.39787,515.5459,213.93224
196.18532,443.71417,214.51544,325.8712,568.2707,216.4885,238.20448,428.56116,214.65486,155.39836,515.54645,213.93274
196.18547,443.71478,214.51572,325.87323,568.2682,216.48592,238.20444,428.5616,214.65703,155.39886,515.5472,213.93292
196.18565,443.71536,214.51598,325.8756,568.26624,216.48209,238.20432,428.56207,214.65933,155.39937,515.54816,213.93283
196.1859,443.7159,214.51619,325.87817,568.26465,216.47733,238.20412,428.56253,214.66173,155.39984,515.54913,213.93251
196.18617,443.7164,214.5164,325.8808,568.2632,216.47209,238.20384,428.563,214.66417,155.40028,515.55023,213.93202
196.1865,443.7169,214.51662,325.88336,568.26166,216.46692,238.20348,428.5634,214.66661,155.40068,515.55133,213.93147
196.18684,443.71735,214.51682,325.88562,568.25977,216.46236,238.20305,428.56378,214.66899,155.401,515.55237,213.93091
196.18724,443.7178,214.51701,325.88745,568.25726,216.4589,238.20259,428.56412,214.67128,155.40125,515.55334,213.93042
196.18765,443.71823,214.51721,325.88864,568.2542,216.45691,238.20209,428.56445,214.67342,155.40141,515.5542,213.93008
196.18808,443.71866,214.51743,325.8891,568.2505,216.45665,238.2016,428.56476,214.67538,155.40152,515.5548,213.92993
196.1885,443.7191,214.51765,325.88873,568.2462,216.45822,238.20113,428.56506,214.67715,155.40154,515.55536,213.93002
196.18893,443.71954,214.5179,325.8875,568.2416,216.46158,238.20071,428.56537,214.67873,155.4015,515.5557,213.93039
196.18936,443.72,214.51819,325.8855,568.2366,216.46655,238.20036,428.56567,214.68007,155.40143,515.5559,213.93098
196.18974,443.72043,214.51852,325.8828,568.2315,216.47285,238.20009,428.56604,214.68121,155.4013,515.55597,213.93184
196.19011,443.72092,214.51892,325.87964,568.2265,216.48007,238.19994,428.56644,214.68216,155.40114,515.55597,213.93288
196.19043,443.72137,214.5194,325.8761,568.22186,216.48778,238.19992,428.56693,214.6829,155.40092,515.5559,213.93405
196.1907,443.72186,214.51996,325.8724,568.2178,216.49551,238.20004,428.56744,214.68347,155.4007,515.5558,213.9353
196.19095,443.72235,214.52063,325.86877,568.2146,216.50285,238.20035,428.56802,214.6839,155.40044,515.5557,213.93654
196.19115,443.72287,214.52142,325.86536,568.2124,216.50935,238.20082,428.5687,214.68417,155.40015,515.5556,213.93771
196.1913,443.7234,214.52231,325.8623,568.2114,216.51468,238.20149,428.56937,214.68434,155.39984,515.5556,213.93875
196.19142,443.7239,214.5233,325.85977,568.21173,216.51859,238.20238,428.57007,214.6844,155.39954,515.5556,213.9396
196.19151,443.72446,214.5244,325.85782,568.2132,216.52098,238.20346,428.57074,214.68437,155.39923,515.55566,213.94029
196.19157,443.72498,214.52556,325.8565,568.2157,216.52188,238.20474,428.57138,214.68428,155.39896,515.5558,213.9408
196.1916,443.7255,214.5268,325.85583,568.21893,216.52145,238.2062,428.57193,214.68416,155.39868,515.55585,213.94115
196.19164,443.72598,214.52806,325.85577,568.2225,216.51994,238.20782,428.5724,214.68399,155.39845,515.55585,213.94139
196.19165,443.7264,214.52936,325.85623,568.2261,216.51762,238.2096,428.5727,214.68382,155.39824,515.55585,213.94157
196.19167,443.7268,214.53065,325.85718,568.22943,216.51476,238.21147,428.5728,214.68365,155.39806,515.55566,213.94174
196.1917,443.7271,214.53195,325.85852,568.23224,216.51161,238.21342,428.57275,214.68352,155.3979,515.5554,213.94196
196.19173,443.72736,214.53322,325.86017,568.23444,216.50842,238.21542,428.57245,214.68341,155.39777,515.55493,213.94226
196.19179,443.72748,214.53445,325.86212,568.23566,216.50546,238.21744,428.57196,214.68338,155.39764,515.5543,213.9427
196.19188,443.72754,214.53564,325.8643,568.23584,216.50299,238.2194,428.5712,214.68343,155.39755,515.5536,213.94333
196.19199,443.72745,214.53679,325.86664,568.2347,216.50124,238.22133,428.5702,214.68356,155.39748,515.5526,213.94418
196.19214,443.72723,214.5379,325.8691,568.23206,216.50037,238.22316,428.56897,214.68382,155.39743,515.55145,213.9453
196.1923,443.72693,214.53897,325.87155,568.22797,216.50049,238.22488,428.56754,214.6842,155.3974,515.5502,213.9467
196.1925,443.72647,214.54001,325.87393,568.22253,216.50156,238.22644,428.56592,214.68472,155.3974,515.54865,213.94841
196.19273,443.72592,214.54103,325.8761,568.2161,216.50336,238.22784,428.56412,214.68541,155.39745,515.54694,213.95044
196.193,443.72528,214.54204,325.87793,568.2092,216.5056,238.22906,428.56216,214.68623,155.39755,515.5451,213.9528
196.19327,443.72452,214.54305,325.8793,568.2025,216.50787,238.23009,428.56015,214.68723,155.3977,515.54315,213.95549
196.19356,443.7237,214.54408,325.88013,568.19653,216.50981,238.23093,428.55804,214.68839,155.39793,515.54095,213.95847
196.19386,443.7228,214.54512,325.88037,568.192,216.5111,238.23157,428.55597,214.68968,155.39822,515.5387,213.9617
196.19417,443.7219,214.54619,325.87997,568.18945,216.5115,238.23203,428.5539,214.69113,155.39859,515.5364,213.96518
196.19447,443.721,214.54729,325.87894,568.1893,216.511,238.23232,428.55194,214.69272,155.39905,515.53394,213.96883
196.19475,443.72012,214.54842,325.87723,568.1917,216.50967,238.23245,428.5501,214.69441,155.3996,515.53156,213.97258
196.19502,443.71933,214.54959,325.87485,568.1967,216.50775,238.23247,428.54852,214.69623,155.4002,515.5292,213.97636
196.19527,443.7186,214.55083,325.87192,568.2042,216.5055,238.23235,428.54715,214.69812,155.40091,515.5269,213.98012
196.1955,443.718,214.55212,325.86847,568.21387,216.50319,238.23215,428.54608,214.70007,155.40169,515.52484,213.98375
196.1957,443.71747,214.55348,325.86462,568.2252,216.50111,238.23187,428.54538,214.70207,155.4025,515.523,213.98717
196.19589,443.7171,214.55493,325.86047,568.2377,216.4995,238.23154,428.545,214.70409,155.40332,515.5215,213.9903
196.19609,443.71683,214.55646,325.85617,568.25073,216.49854,238.23114,428.545,214.70609,155.40414,515.5204,213.99304
196.19629,443.7167,214.55807,325.85187,568.2636,216.49834,238.23067,428.54538,214.70804,155.40494,515.5197,213.99536
196.1965,443.7167,214.55978,325.8477,568.27563,216.499,238.23015,428.54608,214.70993,155.40564,515.5195,213.99721
196.19673,443.71677,214.56157,325.84384,568.2863,216.50052,238.22954,428.54712,214.71173,155.40623,515.5198,213.99854
196.19698,443.71695,214.56345,325.8405,568.29517,216.50287,238.22887,428.54837,214.71341,155.40671,515.52057,213.99939
196.19725,443.71716,214.5654,325.83783,568.30176,216.50595,238.22812,428.54987,214.71495,155.40704,515.5218,213.99977
196.19754,443.71747,214.56741,325.83603,568.3059,216.50963,238.22731,428.5515,214.71634,155.40721,515.5234,213.99979
196.19786,443.7178,214.56949,325.8352,568.3076,216.51369,238.22646,428.55325,214.71758,155.40723,515.5252,213.9995
196.1982,443.71814,214.57162,325.83548,568.30695,216.5179,238.22554,428.55502,214.71863,155.40709,515.5272,213.99902
196.19852,443.71854,214.57379,325.83685,568.3041,216.52206,238.22461,428.55682,214.71954,155.40683,515.52936,213.99844
196.19884,443.71893,214.57597,325.83932,568.29944,216.52592,238.22366,428.55853,214.7203,155.40645,515.53156,213.99785
196.19914,443.71933,214.57819,325.84277,568.29346,216.5293,238.22273,428.56015,214.72096,155.40596,515.5337,213.99733
196.1994,443.7197,214.58037,325.84705,568.2866,216.532,238.22183,428.5616,214.72156,155.4054,515.5357,213.99696
196.1996,443.72006,214.58255,325.8518,568.27966,216.53392,238.221,428.56296,214.72214,155.40474,515.53754,213.9968
196.19974,443.72043,214.5847,325.85678,568.27313,216.535,238.22023,428.5641,214.72273,155.40404,515.53925,213.99687
196.19981,443.72073,214.58682,325.86166,568.2677,216.5352,238.21957,428.56506,214.72342,155.40329,515.5408,213.99722
196.19981,443.72104,214.58891,325.86615,568.2636,216.53456,238.21904,428.56583,214.72423,155.4025,515.5421,213.9979
196.19974,443.72128,214.59097,325.8701,568.26117,216.53314,238.21863,428.56644,214.72522,155.4017,515.5432,213.99889
196.19957,443.7215,214.59299,325.8733,568.2604,216.53108,238.21838,428.56686,214.72646,155.40092,515.5442,214.00021
196.19934,443.72165,214.59497,325.8758,568.26117,216.52856,238.21828,428.56717,214.72794,155.40016,515.5449,214.0019
196.19905,443.7217,214.59694,325.87762,568.2631,216.52588,238.21835,428.56738,214.7297,155.39948,515.54553,214.00395
196.19872,443.72165,214.59889,325.8789,568.2659,216.52327,238.21858,428.56747,214.73177,155.39886,515.5459,214.00638
196.19835,443.72147,214.60085,325.87982,568.2691,216.521,238.21896,428.5675,214.7341,155.39836,515.5461,214.00914
196.198,443.72113,214.60281,325.8805,568.27234,216.51921,238.2195,428.5674,214.7367,155.39801,515.5461,214.01225
196.19768,443.72064,214.6048,325.8811,568.27527,216.51797,238.22015,428.5673,214.73952,155.39781,515.54584,214.01566
196.19739,443.71994,214.60683,325.88177,568.27783,216.51724,238.22093,428.56705,214.74252,155.39778,515.5454,214.01933
196.19717,443.71906,214.6089,325.88266,568.2799,216.51692,238.2218,428.56668,214.74567,155.39793,515.54474,214.0232
196.19707,443.71793,214.61104,325.8838,568.28143,216.51686,238.22276,428.56622,214.74889,155.39828,515.5439,214.0272
196.19708,443.71658,214.61325,325.88522,568.2825,216.51688,238.2238,428.56564,214.75214,155.39883,515.5428,214.03127
196.19725,443.71503,214.61555,325.88696,568.2829,216.51685,238.22495,428.5649,214.75536,155.39958,515.5415,214.03534
196.19762,443.71323,214.61794,325.889,568.2827,216.51665,238.22617,428.56396,214.7585,155.40053,515.54,214.03937
196.19818,443.7112,214.62039,325.89133,568.2818,216.51619,238.22751,428.56284,214.76149,155.40167,515.53827,214.0433
196.19899,443.70898,214.62296,325.8939,568.2802,216.5154,238.22899,428.5615,214.76431,155.40303,515.5363,214.04716
196.20004,443.70654,214.6256,325.89664,568.27795,216.51427,238.23062,428.55988,214.76692,155.4046,515.53406,214.05093
196.20135,443.70386,214.62831,325.89948,568.2751,216.5128,238.23242,428.558,214.76929,155.40636,515.53156,214.05463
196.20293,443.70096,214.63113,325.90234,568.2716,216.51114,238.2344,428.55582,214.77142,155.40831,515.5288,214.05827
196.20479,443.69788,214.63403,325.90515,568.26764,216.50948,238.2366,428.55334,214.77332,155.41045,515.5257,214.0619
196.20688,443.69458,214.63701,325.9078,568.2632,216.50806,238.239,428.55057,214.775,155.41277,515.5223,214.06555
196.20923,443.69113,214.64008,325.91022,568.25824,216.50716,238.24162,428.54752,214.77649,155.41522,515.5186,214.06926
196.21178,443.68756,214.64322,325.9123,568.25287,216.50702,238.24443,428.54422,214.77786,155.4178,515.5147,214.07306
196.21451,443.68387,214.64644,325.91403,568.24725,216.50781,238.24742,428.54068,214.77916,155.42049,515.51056,214.07698
196.21739,443.68015,214.64975,325.91547,568.2414,216.50963,238.25056,428.53702,214.78047,155.42323,515.5063,214.08102
196.22037,443.67648,214.65312,325.9166,568.23535,216.51251,238.25383,428.53323,214.78185,155.426,515.5019,214.08519
196.2234,443.67288,214.65657,325.91754,568.2293,216.51639,238.25719,428.5294,214.78336,155.42874,515.49744,214.08948
196.22644,443.66943,214.66008,325.91837,568.2234,216.52103,238.26054,428.5256,214.78505,155.43143,515.4931,214.09383
196.22945,443.66623,214.66365,325.91913,568.2179,216.52617,238.26389,428.5219,214.787,155.43399,515.48895,214.09822
196.23236,443.66333,214.6673,325.91986,568.213,216.53142,238.26714,428.51837,214.78923,155.43639,515.4851,214.10258
196.23515,443.6608,214.671,325.9207,568.20886,216.5364,238.27025,428.51508,214.79176,155.43858,515.4816,214.10686
196.23781,443.6587,214.67479,325.92157,568.20575,216.54079,238.27316,428.51205,214.79462,155.4405,515.47876,214.111
196.2403,443.657,214.67865,325.92252,568.20374,216.54425,238.27583,428.50937,214.7978,155.44217,515.47644,214.11493
196.24261,443.6558,214.68257,325.92346,568.2029,216.54662,238.27824,428.50702,214.8013,155.44351,515.47485,214.11864
196.24478,443.65503,214.68657,325.92438,568.2033,216.54785,238.28033,428.50504,214.80507,155.44456,515.474,214.1221
196.2468,443.6547,214.69064,325.92514,568.2049,216.54802,238.28214,428.50342,214.80911,155.44533,515.474,214.12532
196.24872,443.65472,214.69478,325.92563,568.20764,216.54729,238.28366,428.50214,214.81335,155.44583,515.4747,214.12833
196.25061,443.6551,214.69899,325.92575,568.21136,216.54596,238.28493,428.50107,214.81776,155.44612,515.4761,214.1312
196.25253,443.65567,214.70323,325.92538,568.2159,216.54437,238.28603,428.5002,214.82231,155.4463,515.47797,214.13402
196.2546,443.65637,214.70755,325.92456,568.2208,216.54291,238.28703,428.49942,214.8269,155.44649,515.4802,214.13695
196.25691,443.65704,214.71193,325.9233,568.22595,216.54195,238.28807,428.4986,214.8315,155.44678,515.48254,214.14015
196.25961,443.65753,214.71637,325.92175,568.23083,216.5418,238.28928,428.4976,214.83606,155.44736,515.48474,214.1438
196.26282,443.65768,214.72087,325.92014,568.235,216.54268,238.2908,428.49625,214.84053,155.44838,515.48645,214.14812
196.26666,443.65735,214.72545,325.91873,568.2381,216.5447,238.29283,428.49445,214.84486,155.45001,515.4873,214.15329
196.27126,443.65637,214.7301,325.91776,568.2398,216.54784,238.2955,428.49203,214.84903,155.45241,515.487,214.15955
196.27673,443.65463,214.73482,325.91757,568.23987,216.55199,238.29903,428.48895,214.853,155.45573,515.48517,214.16702
196.28316,443.652,214.73961,325.91843,568.2379,216.55696,238.30353,428.48508,214.85677,155.46011,515.4816,214.17589
196.29062,443.6484,214.74448,325.92056,568.2339,216.56255,238.30917,428.48035,214.86034,155.46565,515.4761,214.18623
196.29912,443.6438,214.7494,325.92426,568.2277,216.56847,238.31607,428.4748,214.8637,155.4724,515.4684,214.19812
196.30865,443.63815,214.75438,325.9296,568.21936,216.57446,238.32431,428.46838,214.86688,155.48038,515.4585,214.21155
196.3192,443.63147,214.75943,325.93665,568.20886,216.5803,238.33392,428.46118,214.86995,155.48956,515.44635,214.22647
196.33066,443.62387,214.76453,325.94543,568.1965,216.58578,238.3449,428.45328,214.87292,155.49985,515.43207,214.2428
196.34294,443.61536,214.76968,325.9558,568.1824,216.59074,238.35721,428.44473,214.8759,155.51115,515.4158,214.26038
196.35588,443.60608,214.77493,325.96765,568.167,216.5951,238.37074,428.4357,214.8789,155.52332,515.39777,214.27902
196.36934,443.59613,214.78029,325.98065,568.15063,216.59875,238.38536,428.42627,214.88206,155.53615,515.37823,214.29855
196.38315,443.5857,214.78578,325.99457,568.1339,216.60173,238.40091,428.41653,214.88544,155.54947,515.3576,214.31871
196.39714,443.57483,214.79144,326.009,568.1174,216.60402,238.41716,428.40656,214.8891,155.56308,515.3361,214.33928
196.41115,443.56372,214.79733,326.02362,568.1016,216.60568,238.4339,428.39648,214.89317,155.57675,515.31415,214.36002
196.42503,443.55243,214.80347,326.03806,568.08716,216.60677,238.45088,428.38626,214.89772,155.59032,515.292,214.3807
196.43869,443.54108,214.8099,326.052,568.0745,216.60736,238.46788,428.37598,214.90286,155.60359,515.2701,214.40118
196.45203,443.52972,214.81668,326.06522,568.064,216.60759,238.48468,428.36563,214.90866,155.61646,515.24854,214.42131
196.46503,443.51843,214.82385,326.07748,568.0559,216.60759,238.50113,428.35513,214.91522,155.62885,515.22766,214.44102
196.47774,443.5072,214.83145,326.08875,568.05023,216.6076,238.51714,428.34448,214.9226,155.64073,515.20764,214.46028
196.49025,443.49606,214.83954,326.09906,568.047,216.60783,238.5327,428.3336,214.93088,155.65219,515.18854,214.47914
196.50278,443.48502,214.84816,326.10852,568.0459,216.60855,238.54793,428.32242,214.9401,155.66338,515.1705,214.49774
196.51561,443.47397,214.8574,326.1175,568.0466,216.61008,238.56299,428.3109,214.95027,155.67456,515.15344,214.5163
196.52913,443.46295,214.86734,326.1264,568.04846,216.61276,238.57826,428.29895,214.96149,155.6861,515.1374,214.53508
196.54384,443.45184,214.8781,326.13583,568.0509,216.61708,238.59416,428.28647,214.97375,155.6985,515.1222,214.55447
196.56033,443.4406,214.88982,326.14658,568.053,216.62354,238.61131,428.27344,214.98712,155.71234,515.10785,214.5749
196.57935,443.42914,214.90266,326.15952,568.05383,216.63274,238.6304,428.25974,215.00162,155.72836,515.0941,214.5969
196.60168,443.41733,214.91685,326.17563,568.05273,216.64526,238.65228,428.24533,215.01733,155.74739,515.0809,214.62102
196.62828,443.40518,214.93266,326.19604,568.04877,216.66162,238.67793,428.2302,215.03429,155.77037,515.068,214.64793
196.66016,443.39258,214.95038,326.22192,568.0414,216.68222,238.70842,428.21436,215.05258,155.79836,515.0552,214.67828
196.69843,443.37952,214.9704,326.25458,568.0301,216.70721,238.74493,428.19778,215.07231,155.8325,515.0424,214.71283
196.74431,443.36603,214.99313,326.2952,568.0149,216.73656,238.78879,428.18063,215.09363,155.87404,515.02954,214.75229
196.79907,443.35208,215.0191,326.3451,567.9958,216.76985,238.84135,428.16302,215.11673,155.92426,515.0165,214.79742
196.86406,443.33777,215.0489,326.4055,567.97345,216.8064,238.9041,428.1452,215.14188,155.9845,515.0032,214.84906
196.94067,443.32327,215.08322,326.47763,567.9485,216.8452,238.97853,428.12747,215.16943,156.05617,514.9897,214.90794
197.03033,443.30875,215.12285,326.5627,567.92206,216.88504,239.06622,428.1102,215.19983,156.14067,514.976,214.97495
197.1345,443.29443,215.16867,326.66193,567.8953,216.9245,239.16873,428.09378,215.23366,156.23944,514.96234,215.05086
197.25468,443.2806,215.22171,326.77643,567.8697,216.96207,239.28766,428.0787,215.2716,156.35385,514.94885,215.1366
197.39233,443.26764,215.28313,326.9074,567.8466,216.99625,239.42459,428.0655,215.31454,156.48534,514.9358,215.23306
197.54893,443.2559,215.35425,327.05597,567.82733,217.02559,239.58107,428.05466,215.36351,156.63524,514.9234,215.34126
197.72595,443.24576,215.43655,327.22324,567.81335,217.04889,239.75864,428.04672,215.41975,156.80492,514.91205,215.46227
197.9248,443.23764,215.53171,327.41037,567.8058,217.06519,239.95874,428.0422,215.48477,156.99564,514.90204,215.59729
198.14688,443.232,215.64159,327.61844,567.8057,217.07384,240.18282,428.04156,215.56032,157.20868,514.89374,215.74763
198.39355,443.22925,215.7683,327.84857,567.81415,217.07466,240.4322,428.0453,215.64844,157.44527,514.88745,215.9148
