0,706,764,38,13,725,770,0.84,712,577,45,22,734,588,0.87,296,478,54,25,323,490,0.9,829,100,46,35,852,117,0.92,1050,360,39,35,1069,377,0.92,461,116,61,38,491,135,0.93
1,706,764,38,13,725,770,0.84,711,577,46,22,734,588,0.87,1033,356,44,37,1055,374,0.88,289,480,53,27,315,493,0.91,815,106,45,34,837,123,0.92,433,123,64,38,465,142,0.94
2,706,764,38,13,725,770,0.85,712,577,45,22,734,588,0.87,285,486,52,25,311,498,0.9,1017,353,42,36,1038,371,0.91,800,112,43,32,821,128,0.93,401,128,60,39,431,147,0.94
3,706,764,39,13,725,770,0.85,711,577,46,21,734,587,0.87,274,493,55,24,301,505,0.9,996,351,45,32,1018,367,0.92,784,118,48,32,808,134,0.92,373,133,57,37,401,151,0.94
4,706,763,39,14,725,770,0.84,711,577,46,21,734,587,0.87,269,498,53,26,295,511,0.9,767,127,47,31,790,142,0.91,975,346,43,38,996,365,0.92,347,138,58,39,376,157,0.94
5,707,763,38,14,726,770,0.85,711,577,46,22,734,588,0.87,261,504,54,27,288,517,0.9,752,133,46,33,775,149,0.92,958,343,43,38,979,362,0.93,316,144,60,39,346,163,0.95
6,707,763,38,14,726,770,0.85,711,577,47,21,734,587,0.88,256,510,53,27,282,523,0.92,934,339,44,42,956,360,0.93,739,138,46,35,762,155,0.93,290,149,59,37,319,167,0.94
7,707,763,38,14,726,770,0.85,710,578,48,20,734,588,0.87,249,516,55,28,276,530,0.91,724,145,42,35,745,162,0.93,908,337,46,40,931,357,0.93,267,153,51,40,292,173,0.94
8,707,763,38,14,726,770,0.85,710,578,48,21,734,588,0.88,245,522,52,28,271,536,0.91,883,334,44,40,905,354,0.93,709,151,43,38,730,170,0.93,245,156,54,45,272,178,0.94
9,707,763,38,14,726,770,0.85,710,578,48,21,734,588,0.88,242,531,48,25,266,543,0.9,695,160,41,35,715,177,0.93,863,332,46,38,886,351,0.93,225,162,52,43,251,183,0.95
10,707,763,38,14,726,770,0.85,710,578,48,21,734,588,0.87,237,537,50,24,262,549,0.9,673,170,44,32,695,186,0.92,834,332,48,35,858,349,0.93,200,170,55,39,227,189,0.95
11,707,763,38,14,726,770,0.85,710,578,48,21,734,588,0.88,235,540,51,27,260,553,0.91,806,331,50,33,831,347,0.93,655,180,44,32,677,196,0.93,176,176,56,40,204,196,0.95
