cam_name;cam_x[m];cam_y[m];cam_z[m];cam_or_x[rad];cam_or_y[rad];cam_or_z[rad];fov;width;height;fps;;;;;
cam1;-2.4211251541298466;3.9287887957504046;10.254812764947367;-1.8030127723051588;-0.7605790719287683;-0.5374602997814084;79.4;1920;1080;25;;;;;
cam2;2.157460405969535;3.9092256350612558;10.227343803772223;-0.8660440468144118;-2.094135985389056;-1.4673246615497073;79.4;1920;1080;25;;;;;
cam3;-0.27561110998351457;3.1928205678003097;8.263012010406923;-1.806610350691817;0.7472598228142185;0.523158523665988;79.4;1920;1080;25;;;;;
cam4;-2.174767468200178;3.8122882802506757;9.956303419436846;-0.8659750700278613;2.0940255780976638;1.4674326363599184;79.4;1920;1080;25;;;;;
cam5;4.214448939995925e-05;2.4016679874206965;6.140393526172339;-1.4630369426947496;1.4622020392989297;1.0219376860740386;79.4;1920;1080;25;;;;;
cam6;-0.007164718155340565;2.4232925966047834;6.150333550064927;-1.4611732308714729;-1.4616228965778795;-1.0236873574123597;79.4;1920;1080;25;;;;;
cam7;-0.007981329846330943;2.884304261438658;7.426958437181165;4.005582029757298e-05;-2.573320556829324;-1.802144194275057;79.4;1920;1080;25;;;;;
cam8;0.0015480959721941771;3.501003907840777;9.122243560621474;-1.9195098750605122;-0.0006901907402259471;-0.000654196915076301;79.4;1920;1080;25;;;;;
