id;cam_x[m];cam_y[m];cam_z[m];cam_or_x[rad];cam_or_y[rad];cam_or_z[rad];cam_or_q_x;cam_or_q_y;cam_or_q_z;cam_or_q_w;fov;projection_matrix;width;height;fps
0;0.03150000050663948;0.0;-0.10558715462684631;0.0;0.0;0.0;-0.0;0.0;0.0;1.0;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
1;0.08839066326618195;-1.9573200941085815;-0.7913780808448792;0.13713993077295264;-0.03598558813691962;-0.5365243890143386;0.06129729002714157;-0.03546525537967682;-0.26320186257362366;0.9621380567550659;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
2;0.11435242742300034;-1.9316004514694214;-0.793016254901886;0.08935824413581218;-0.02738368064574242;-0.5007034142750523;0.039879221469163895;-0.024315649643540382;-0.24688184261322021;0.9679192304611206;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
3;0.1284457892179489;-1.917667031288147;-0.7923936247825623;0.07350333029486805;-0.023930070096060112;-0.48510304157212303;0.032793544232845306;-0.02043108642101288;-0.239574134349823;0.9701088666915894;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
4;0.15742424130439758;-1.889085054397583;-0.7843332290649414;0.04680685437883115;-0.0166835755709439;-0.46023118051196144;0.02088150568306446;-0.013456997461616993;-0.22782962024211884;0.9733840227127075;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
5;0.1611052304506302;-1.8854551315307617;-0.7852194905281067;0.0471340622490804;-0.016885515609230607;-0.45688682180595036;0.021040411666035652;-0.013557379133999348;-0.22619691491127014;0.9737599492073059;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
6;0.19620446860790253;-1.8509365320205688;-0.7715172171592712;0.030011573814766494;-0.011576291949533487;-0.43458278798308736;0.013404437340795994;-0.008886224590241909;-0.21547281742095947;0.9763773679733276;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
7;0.22718565165996552;-1.8205435276031494;-0.7500017881393433;0.01930386155037813;-0.007739661958113675;-0.42034666148269817;0.008631999604403973;-0.005798119120299816;-0.2085816115140915;0.9779496788978577;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
8;0.24715663492679596;-1.8009755611419678;-0.7376322746276855;0.015321063180572435;-0.006315826475928602;-0.4123751849221315;0.006851661019027233;-0.004659243859350681;-0.20469903945922852;0.9787898659706116;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
9;0.27802586555480957;-1.7707706689834595;-0.7098086476325989;0.01022702571197142;-0.004320143616604766;-0.4027660700153984;0.004578078165650368;-0.0031392108649015427;-0.20001070201396942;0.979777991771698;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
10;0.2921585142612457;-1.756954312324524;-0.6972813010215759;0.00873242434671188;-0.0037257666675318867;-0.39894068880091377;0.00391048938035965;-0.0026910884771496058;-0.1981399953365326;0.9801622629165649;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
11;0.3087191581726074;-1.7407740354537964;-0.6783867478370667;0.006964708595649976;-0.003000855361607074;-0.395147813402467;0.0031200782395899296;-0.002154781250283122;-0.1962844878435135;0.9805396199226379;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
12;0.3468616306781769;-1.7035386562347412;-0.6347484588623047;0.004232787377808936;-0.0018502472010032912;-0.3879967786456117;0.0018983419286087155;-0.001315773231908679;-0.19278137385845184;0.9812390208244324;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
13;0.37705686688423157;-1.6740883588790894;-0.6185283660888672;0.002991418199306303;-0.0013209577717253481;-0.38342941603615704;0.0013424562057480216;-0.0009333734633401036;-0.19054125249385834;0.981677770614624;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
14;0.3819618225097656;-1.6693062782287598;-0.6169231534004211;0.0028201695453467027;-0.0012458561244396745;-0.3827993845937129;0.0012658329214900732;-0.0008797969203442335;-0.19023212790489197;0.9817379117012024;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
15;0.41964128613471985;-1.6325852870941162;-0.6220486760139465;0.0017729883125192762;-0.0007888077250932513;-0.3786485351783811;0.000796428881585598;-0.0005541903665289283;-0.1881948560476303;0.9821311831474304;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
16;0.4459177553653717;-1.6069790124893188;-0.643138587474823;0.0012879014910584061;-0.0005751847818269173;-0.3757255193700993;0.0005789101123809814;-0.00040279634413309395;-0.18675945699214935;0.982405424118042;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
17;0.4574570059776306;-1.5956802368164062;-0.6538172960281372;0.0011047832154129223;-0.0004996060058285542;-0.37142759924259394;0.0004967674030922353;-0.0003475056146271527;-0.18464794754981995;0.9828044772148132;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
18;0.493965208530426;-1.5595171451568604;-0.6833632588386536;0.0006925033324990405;-0.00034618376483378877;-0.33630029515874504;0.00031239967211149633;-0.0002285988739458844;-0.16735880076885223;0.9858959913253784;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
