id;cam_x[m];cam_y[m];cam_z[m];cam_or_x[rad];cam_or_y[rad];cam_or_z[rad];cam_or_q_x;cam_or_q_y;cam_or_q_z;cam_or_q_w;fov;projection_matrix;width;height;fps
289;1.9520716667175293;-0.025127660483121872;-0.30032655596733093;-0.009821741390437688;-0.13503715973840502;-2.3671990846792705;-0.0643220990896225;-0.020938005298376083;-0.9239752888679504;0.3764224946498871;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
290;1.913411021232605;-0.03229106590151787;-0.3179628849029541;-0.008193480889180973;-0.10167788922723658;-2.360637826462438;-0.048548851162195206;-0.015558863058686256;-0.9236041307449341;0.379942387342453;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
291;1.8715373277664185;-0.04773572459816933;-0.3906152546405792;-0.006673353828814866;-0.0746628015171613;-2.353294278478123;-0.035741232335567474;-0.011254017241299152;-0.9227229952812195;0.38363805413246155;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
292;1.8199498653411865;-0.060765549540519714;-0.4390875995159149;-0.005093557412582832;-0.05283439268393069;-2.3475823999541463;-0.02534402534365654;-0.00786532647907734;-0.921924352645874;0.38645991683006287;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
293;1.7549315690994263;-0.07846444100141525;-0.5014980435371399;-0.003562243295380847;-0.03435944653222105;-2.341789089851474;-0.01651676557958126;-0.005047858227044344;-0.9209737181663513;0.3892415463924408;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
294;1.74925696849823;-0.08234960585832596;-0.5231168270111084;-0.0034599805807347546;-0.03308426579306098;-2.3410269321182398;-0.01590782217681408;-0.00485279830172658;-0.9208345413208008;0.389598548412323;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
295;1.6644693613052368;-0.10672026127576828;-0.5967939496040344;-0.002141712714558813;-0.019170994893125518;-2.3354944136215194;-0.009237262420356274;-0.0027746090199798346;-0.9198305606842041;0.39219725131988525;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
296;1.640377163887024;-0.11857925355434418;-0.6487664580345154;-0.0018535587639723326;-0.016276716823978535;-2.333781433166731;-0.007847627624869347;-0.00234626536257565;-0.9195051789283752;0.3929925560951233;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
297;1.57675302028656;-0.1366470903158188;-0.6901101469993591;-0.001276186935476556;-0.010850787028882102;-2.331053293650498;-0.005237465258687735;-0.0015526438364759088;-0.9189837574958801;0.3942575454711914;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
298;1.53560209274292;-0.14976763725280762;-0.7228448390960693;-0.0009981524108314713;-0.008324026995740353;-2.3295161678948095;-0.00402072025462985;-0.001185383414849639;-0.9186855554580688;0.3949674069881439;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
299;1.5054839849472046;-0.15302857756614685;-0.7041122317314148;-0.0008426241969325122;-0.006980657420685569;-2.328887024220744;-0.003372626844793558;-0.0009925889316946268;-0.9185634255409241;0.39525797963142395;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
300;1.4308277368545532;-0.18330883979797363;-0.7947624921798706;-0.0005310343237892711;-0.004268526352058746;-2.3265454730205977;-0.002064710482954979;-0.0006021145381964743;-0.9181032180786133;0.3963354825973511;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
301;1.3799290657043457;-0.19964347779750824;-0.8239255547523499;-0.00038935422075137997;-0.00308012934957788;-2.325481764662528;-0.001490868511609733;-0.00043244342668913305;-0.9178932309150696;0.396824449300766;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
302;1.328992486000061;-0.21600566804409027;-0.8494176864624023;-0.000284958196056886;-0.0022295710664062417;-2.324604767619485;-0.001079657464288175;-0.00031206768471747637;-0.9177196025848389;0.3972272574901581;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
303;1.2870627641677856;-0.22736626863479614;-0.855263352394104;-0.00022104231699094374;-0.0017150637208858896;-2.3240510663915876;-0.0008308099932037294;-0.00023943785345181823;-0.9176097512245178;0.39748138189315796;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
