id;ts[s];lat[deg];lon[deg];alt[deg];ivx[m/s];ivy[m/s];ivz[m/s];gvx[rad/s];gvy[rad/s];gvz[rad/s];drone_or_x[rad];drone_or_y[rad];drone_or_z[rad];drone_or_q_x;drone_or_q_y;drone_or_q_z;drone_or_q_w;distance;collision;drone_x[m];drone_y[m];drone_z[m];pressure[Pa];qnh[hPa]
0;1644504262104359424;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-9.426508040633053e-05;0.0005126808537170291;-0.00017869623843580484;0.0;0.0;0.0;-0.0;0.0;0.0;1.0;-0.13101701438426971;False;0.0;0.0;-0.15000000596046448;99864.953125;1013.25
1;1644504262116359680;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.0019383589969947934;4.540002191788517e-05;0.0012037105625495315;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;-0.3273586630821228;False;0.0;-2.0;-0.3443294167518616;99857.3671875;1013.25
2;1644504262125359872;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.002485069679096341;0.0026140164118260145;0.0006790444604121149;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;-0.3273586630821228;False;0.0;-2.0;-0.3443294167518616;99857.3671875;1013.25
3;1644504262134360064;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-0.0016330428188666701;0.0007034566951915622;-0.00014530782937072217;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.4367672801017761;False;0.0;-2.0;-0.3444128632545471;99867.6875;1013.25
4;1644504262143360256;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-0.0008316847961395979;0.000497835804708302;-0.0008651548996567726;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.4367672801017761;False;0.0;-2.0;-0.3444128632545471;99867.6875;1013.25
5;1644504262155360512;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.001575376489199698;0.0005381415830925107;-0.0007445811061188579;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.31257709860801697;False;0.0;-2.0;-0.344037264585495;99866.015625;1013.25
6;1644504262167360768;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-0.0006977376760914922;-0.0002760814968496561;0.00021397210366558284;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.31257709860801697;False;0.0;-2.0;-0.344037264585495;99866.015625;1013.25
7;1644504262179361024;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-0.0012331665493547916;0.0024793653283268213;0.0019471964333206415;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.2037293165922165;False;0.0;-2.0;-0.344037264585495;99864.546875;1013.25
8;1644504262191361280;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-0.0026513668708503246;-0.0006771049229428172;0.0018775112694129348;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.2037293165922165;False;0.0;-2.0;-0.34370356798171997;99864.546875;1013.25
9;1644504262200361472;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.00042595990817062557;0.003358140354976058;-0.0004693567752838135;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.23463225364685059;False;0.0;-2.0;-0.3440095782279968;99864.9609375;1013.25
10;1644504262209361664;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.0012075038393959403;-0.0018844997975975275;0.0019887418020516634;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.23463225364685059;False;0.0;-2.0;-0.3440095782279968;99864.9609375;1013.25
11;1644504262218361856;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;0.00046985893277451396;-3.0366541977855377e-05;0.0002636498538777232;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.4482244849205017;False;0.0;-2.0;-0.3439262807369232;99867.8515625;1013.25
12;1644504262227362048;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-0.0012899168068543077;0.0015886573819443583;-0.0004311155353207141;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.4482244849205017;False;0.0;-2.0;-0.3439262807369232;99867.8515625;1013.25
13;1644504262239362304;47.641439882715225;-122.14010233628353;122.09186553955078;0.0;0.0;0.0;-0.0005822117091156542;0.00017134755034931004;-0.0010405498323962092;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.5147775411605835;False;0.0;-2.0;-0.343259334564209;99868.765625;1013.25
